ordem,pid,moradia_classe,moradia_zoneamento,lote_fachada,lote_area,rua_tipo,beco_tipo,lote_formato,terreno_contorno,utilidades,lote_config,terreno_declive,vizinhanca,condicao_1,condicao_2,moradia_tipo,moradia_estilo,geral_qualidade,geral_condicao,construcao_ano,remodelacao_ano,telhado_estilo,telhado_material,exterior_cobertura_1,exterior_cobertura_2,alvenaria_tipo,alvenaria_area,exterior_qualidade,exterior_condicao,fundacao_tipo,porao_qualidade,porao_condicao,porao_exposicao,porao_acabamento_1,porao_area_com_acabamento_1,porao_acabamento_2,porao_area_com_acabamento_2,porao_area_sem_acabamento,porao_area_total,porao_num_banheiros,porao_num_banheiros_lavabos,aquecimento_tipo,aquecimento_qualidade_condicao,ar_condicionado_central,sistema_eletrico_tipo,primeiro_andar_area,segundo_andar_area,acabamento_baixa_qualidade_area,acima_solo_area,acima_solo_num_banheiros,acima_solo_num_lavabos,acima_solo_num_quartos,acima_solo_num_cozinhas,cozinha_qualidade,acima_solo_num_comodos,funcional,total_num_lareiras,lareira_qualidade,garagem_tipo,garagem_ano_construcao,garagem_acabamento,garagem_capacidade_carros,garagem_area,garagem_qualidade,garagem_condicao,entrada_veiculo_pavimentada,deck_madeira_area,varanda_aberta_area,varanda_fechada_area,varanda_3ssn_area,varanda_com_tela_area,piscina_area,piscina_qualidade,cerca_qualidade,funcionalidades_diversas,funcionalidades_valor,venda_mes,venda_ano,venda_tipo,venda_condicao,venda_valor,
1611,1611,1007100110,70,Industrial,NA,56600,pavimentada,NA,levemente irregular,depressão,todas as utilidades p\u00fablicas,lote interno,declive leve,Iowa DOT and Rail Road,normal,normal,família única,dois andares e meio (segundo nível não terminado),média,muito ruim,1900,1950,quadril,telha padrão (composto),tapume de madeira,tapume de madeira,nenhum,0,m\u00e9dia,média,tijolo e telha,média,média,No,não finalizado,0,não finalizado,0,686,686,0,0,forno de ar quente a gás,excelente,Y,disjuntores padrão e Romex,1150,686,0,1836,2,0,4,1,média,7,deduções maiores 1,0,NA,garagem não anexada à casa,1900,não terminada,1,288,média,regular,N,0,0,0,0,0,0,NA,NA,NA,0,1,2008,WD ,venda normal,103000
1612,1612,526352080,20,Residencial baixa densidade,85,10667,pavimentada,NA,regular,aproximadamente plana/nivelada,todas as utilidades p\u00fablicas,lote interno,declive leve,NAmes,normal,normal,família única,um andar,acima da média,acima da média,1971,1971,duas águas,telha padrão (composto),tapume de metal,tapume de metal,face de tijolo,302,m\u00e9dia,média,bloco de concreto,média,média,No,alojamento abaixo da média,838,não finalizado,0,749,1587,0,0,forno de ar quente a gás,média,Y,disjuntores padrão e Romex,1587,0,0,1587,2,0,3,1,média,7,funcionalidade típica,1,boa,anexada à casa,1971,não terminada,2,525,média,média,Y,0,44,0,0,0,0,NA,NA,NA,0,3,2007,WD ,venda normal,167300
1613,1613,526352090,20,Residencial baixa densidade,85,10628,pavimentada,NA,regular,aproximadamente plana/nivelada,todas as utilidades p\u00fablicas,lote interno,declive leve,NAmes,normal,normal,família única,um andar,boa,média,1970,1970,plano,cascalho,madeirra compensada,madeirra compensada,nenhum,0,m\u00e9dia,boa,bloco de concreto,média,boa,exposição boa,alojamento bom,778,não finalizado,0,499,1277,1,0,forno de ar quente a gás,média,Y,disjuntores padrão e Romex,1277,0,0,1277,1,0,2,1,média,5,funcionalidade típica,1,ruim,anexada à casa,1970,não terminada,2,526,média,média,Y,0,0,0,0,176,0,NA,boa madeira,NA,0,4,2007,WD ,venda normal,167000
1614,1614,526355170,20,Residencial baixa densidade,95,13651,pavimentada,NA,levemente irregular,aproximadamente plana/nivelada,todas as utilidades p\u00fablicas,lote interno,declive leve,NAmes,normal,normal,família única,um andar,boa,acima da média,1973,1973,duas águas,telha padrão (composto),madeirra compensada,madeirra compensada,face de tijolo,1115,m\u00e9dia,boa,bloco de concreto,boa,média,exposição boa,alojamento médio,1880,não finalizado,0,343,2223,1,0,forno de ar quente a gás,excelente,Y,disjuntores padrão e Romex,2223,0,0,2223,2,0,3,1,média,8,funcionalidade típica,2,boa,anexada à casa,1973,terminada,2,516,média,média,Y,300,0,0,0,0,0,NA,NA,NA,0,2,2007,WD ,venda normal,244000
1615,1615,526355190,20,Residencial baixa densidade,95,15865,pavimentada,NA,levemente irregular,aproximadamente plana/nivelada,todas as utilidades p\u00fablicas,lote interno,declive moderado,NAmes,normal,normal,família única,um andar,muito boa,acima da média,1970,1970,plano,cascalho,tapume de madeira,tapume de madeira,nenhum,0,boa,boa,concreto derrramado,média,boa,exposição boa,alojamento médio,351,sala de recreação média,823,1043,2217,1,0,forno de ar quente a gás,excelente,Y,disjuntores padrão e Romex,2217,0,0,2217,2,0,4,1,boa,8,funcionalidade típica,1,média,anexada à casa,1970,não terminada,2,621,média,média,Y,81,207,0,0,224,0,NA,NA,NA,0,10,2007,WD ,venda normal,268000
1616,1616,527105140,60,Residencial baixa densidade,NA,12394,pavimentada,NA,levemente irregular,aproximadamente plana/nivelada,todas as utilidades p\u00fablicas,lote de esquina,declive leve,Gilbert,normal,normal,família única,dois andares,boa,média,2003,2003,duas águas,telha padrão (composto),tapume de vinil,tapume de vinil,nenhum,0,boa,média,concreto derrramado,boa,média,exposição boa,não finalizado,0,não finalizado,0,847,847,0,0,forno de ar quente a gás,excelente,Y,disjuntores padrão e Romex,847,886,0,1733,2,1,3,1,boa,7,funcionalidade típica,1,boa,embutida,2003,terminada,2,433,média,média,Y,100,48,0,0,0,0,NA,NA,NA,0,10,2007,WD ,venda entre membros de família,225000
1617,1617,527107040,60,Residencial baixa densidade,NA,10364,pavimentada,NA,levemente irregular,aproximadamente plana/nivelada,todas as utilidades p\u00fablicas,lote interno,declive leve,Gilbert,normal,normal,família única,dois andares,acima da média,média,1995,1996,duas águas,telha padrão (composto),tapume de metal,tapume de metal,nenhum,0,m\u00e9dia,média,concreto derrramado,boa,média,No,não finalizado,0,não finalizado,0,806,806,0,0,forno de ar quente a gás,boa,Y,disjuntores padrão e Romex,806,766,0,1572,2,1,3,1,média,7,funcionalidade típica,1,média,embutida,1995,terminada,2,373,média,média,Y,0,40,0,0,0,0,NA,NA,NA,0,5,2007,WD ,venda normal,168000
1618,1618,527110080,60,Residencial baixa densidade,NA,13869,pavimentada,NA,moderadamente irregular,aproximadamente plana/nivelada,todas as utilidades p\u00fablicas,lote de esquina,declive leve,Gilbert,normal,normal,família única,dois andares,acima da média,acima da média,1997,1997,duas águas,telha padrão (composto),tapume de vinil,tapume de vinil,nenhum,0,m\u00e9dia,média,concreto derrramado,boa,média,exposição média,alojamento bom,182,não finalizado,0,612,794,0,1,forno de ar quente a gás,boa,Y,disjuntores padrão e Romex,794,676,0,1470,2,0,3,1,média,6,funcionalidade típica,0,NA,anexada à casa,1997,terminada,2,388,média,média,Y,0,75,0,0,0,0,NA,NA,NA,0,7,2007,WD ,venda normal,177000
1619,1619,527110120,60,Residencial baixa densidade,57,8773,pavimentada,NA,levemente irregular,encosta,todas as utilidades p\u00fablicas,lote interno,declive leve,Gilbert,normal,normal,família única,dois andares,acima da média,média,1997,1997,duas águas,telha padrão (composto),tapume de vinil,tapume de vinil,nenhum,0,m\u00e9dia,média,concreto derrramado,boa,média,exposição média,não finalizado,0,não finalizado,0,916,916,0,0,forno de ar quente a gás,boa,Y,disjuntores padrão e Romex,916,684,0,1600,2,1,3,1,média,7,funcionalidade típica,1,média,anexada à casa,1997,terminada,2,460,média,média,Y,100,38,0,0,0,0,NA,NA,NA,0,8,2007,WD ,venda normal,169000
1620,1620,527110130,dividida ou multinível,Residencial baixa densidade,56,8872,pavimentada,NA,levemente irregular,encosta,todas as utilidades p\u00fablicas,lote interno,declive leve,Gilbert,normal,normal,família única,nível dividido (split level),acima da média,média,1997,1997,duas águas,telha padrão (composto),tapume de vinil,tapume de vinil,nenhum,0,m\u00e9dia,média,concreto derrramado,boa,média,No,não finalizado,0,não finalizado,0,384,384,0,0,forno de ar quente a gás,boa,Y,disjuntores padrão e Romex,754,630,0,1384,2,1,3,1,média,7,funcionalidade típica,1,média,embutida,1997,terminada,2,390,média,média,Y,0,0,0,0,0,0,NA,NA,NA,0,3,2007,WD ,venda normal,161500
1621,1621,527126030,"desenvolvimento de unidade planejada de 1 andar (1946 e mais novas, todos os estilos)",Residencial baixa densidade,41,5330,pavimentada,NA,regular,aproximadamente plana/nivelada,todas as utilidades p\u00fablicas,lote interno,declive leve,Stone Brook,normal,normal,unidade interna de moradia,um andar,muito boa,média,2000,2000,duas águas,telha padrão (composto),placa de cimento,CmentBd,nenhum,0,boa,média,concreto derrramado,boa,média,exposição média,alojamento bom,1196,não finalizado,0,298,1494,1,0,forno de ar quente a gás,excelente,Y,disjuntores padrão e Romex,1652,0,0,1652,2,0,2,1,excelente,6,funcionalidade típica,0,NA,anexada à casa,2000,acabamento grosseiro,2,499,média,média,Y,96,48,0,0,0,0,NA,NA,NA,0,8,2007,WD ,venda normal,251000
1622,1622,527158090,dividida ou multinível,Residencial baixa densidade,NA,10147,pavimentada,NA,levemente irregular,aproximadamente plana/nivelada,todas as utilidades p\u00fablicas,rua sem saída,declive leve,Gilbert,normal,normal,família única,nível dividido (split level),acima da média,média,1994,1994,duas águas,telha padrão (composto),placa dura,placa dura,face de tijolo,32,m\u00e9dia,média,concreto derrramado,boa,média,No,baixa qualidade,186,não finalizado,0,206,392,0,0,forno de ar quente a gás,boa,Y,disjuntores padrão e Romex,924,770,0,1694,2,1,3,1,média,7,funcionalidade típica,1,média,embutida,1994,terminada,2,398,média,média,Y,256,64,0,0,0,0,NA,mínima privacidade,NA,0,3,2007,WD ,venda normal,160000
1623,1623,527161090,60,Residencial baixa densidade,NA,8637,pavimentada,NA,levemente irregular,aproximadamente plana/nivelada,todas as utilidades p\u00fablicas,lote interno,declive leve,Gilbert,normal,normal,família única,dois andares,acima da média,média,1999,2000,duas águas,telha padrão (composto),tapume de vinil,tapume de vinil,nenhum,0,m\u00e9dia,média,concreto derrramado,boa,média,No,alojamento médio,871,não finalizado,0,52,923,1,0,forno de ar quente a gás,boa,Y,disjuntores padrão e Romex,947,767,0,1714,2,1,3,1,média,7,funcionalidade típica,1,média,anexada à casa,2000,terminada,2,451,média,média,Y,256,48,0,0,0,0,NA,NA,NA,0,4,2007,WD ,venda anormal,180000
1624,1624,527162080,60,Residencial baixa densidade,63,7875,pavimentada,NA,regular,aproximadamente plana/nivelada,todas as utilidades p\u00fablicas,lote interno,declive leve,Gilbert,normal,normal,família única,dois andares,boa,média,1996,1996,duas águas,telha padrão (composto),placa dura,placa dura,nenhum,0,boa,média,concreto derrramado,boa,média,No,sala de recreação média,414,não finalizado,0,277,691,0,0,forno de ar quente a gás,boa,Y,disjuntores padrão e Romex,691,862,0,1553,2,1,3,1,boa,6,funcionalidade típica,0,NA,anexada à casa,1996,terminada,2,420,média,média,Y,0,44,0,0,0,0,NA,NA,NA,0,8,2007,WD ,venda normal,178750
1625,1625,527162090,20,Residencial baixa densidade,63,7875,pavimentada,NA,regular,aproximadamente plana/nivelada,todas as utilidades p\u00fablicas,lote interno,declive leve,Gilbert,normal,normal,família única,um andar,boa,média,1995,1996,duas águas,telha padrão (composto),placa dura,placa dura,face de tijolo,38,m\u00e9dia,média,concreto derrramado,boa,boa,No,não finalizado,0,não finalizado,0,1237,1237,0,0,forno de ar quente a gás,boa,Y,disjuntores padrão e Romex,1253,0,0,1253,2,0,3,1,média,6,funcionalidade típica,1,média,anexada à casa,1995,terminada,2,402,média,média,Y,220,21,0,0,0,0,NA,NA,NA,0,6,2007,WD ,venda normal,176000
1626,1626,527162140,60,Residencial baixa densidade,60,7500,pavimentada,NA,regular,aproximadamente plana/nivelada,todas as utilidades p\u00fablicas,lote interno,declive leve,Gilbert,normal,normal,família única,dois andares,acima da média,média,1999,2003,duas águas,telha padrão (composto),tapume de vinil,tapume de vinil,nenhum,0,m\u00e9dia,média,concreto derrramado,boa,média,No,não finalizado,0,não finalizado,0,938,938,0,0,forno de ar quente a gás,excelente,Y,disjuntores padrão e Romex,957,1342,0,2299,3,1,5,1,média,7,funcionalidade típica,1,média,anexada à casa,1999,terminada,2,482,média,média,Y,188,30,0,0,0,0,NA,NA,NA,0,8,2007,WD ,venda normal,204000
1627,1627,527163080,20,Residencial baixa densidade,NA,9556,pavimentada,NA,levemente irregular,aproximadamente plana/nivelada,todas as utilidades p\u00fablicas,lote de esquina,declive leve,Gilbert,normal,normal,família única,um andar,boa,média,1992,1993,duas águas,telha padrão (composto),placa dura,placa dura,face de tijolo,52,m\u00e9dia,média,concreto derrramado,boa,média,No,não finalizado,0,não finalizado,0,1168,1168,0,0,forno de ar quente a gás,boa,Y,disjuntores padrão e Romex,1187,0,0,1187,2,0,3,1,boa,6,funcionalidade típica,0,NA,anexada à casa,1992,acabamento grosseiro,2,420,média,média,Y,0,21,0,0,0,0,NA,NA,NA,0,8,2007,WD ,venda normal,160000
1628,1628,527165020,dividida ou multinível,Residencial baixa densidade,NA,10784,pavimentada,NA,levemente irregular,aproximadamente plana/nivelada,todas as utilidades p\u00fablicas,fachada em dois lados da propriedade,declive leve,Gilbert,normal,normal,família única,nível dividido (split level),boa,média,1991,1992,duas águas,telha padrão (composto),placa dura,placa dura,face de tijolo,76,boa,média,concreto derrramado,boa,média,No,não finalizado,0,não finalizado,0,384,384,0,0,forno de ar quente a gás,boa,Y,disjuntores padrão e Romex,802,670,0,1472,2,1,3,1,boa,7,funcionalidade típica,1,média,anexada à casa,1991,acabamento grosseiro,2,402,média,média,Y,164,0,0,0,0,0,NA,NA,NA,0,5,2007,WD ,venda normal,160000
1629,1629,527165100,dividida ou multinível,Residencial baixa densidade,NA,9125,pavimentada,NA,levemente irregular,aproximadamente plana/nivelada,todas as utilidades p\u00fablicas,lote interno,declive leve,Gilbert,normal,normal,família única,nível dividido (split level),boa,média,1992,1992,duas águas,telha padrão (composto),placa dura,placa dura,face de tijolo,170,m\u00e9dia,média,concreto derrramado,boa,média,No,não finalizado,0,não finalizado,0,384,384,0,0,forno de ar quente a gás,boa,Y,disjuntores padrão e Romex,812,670,0,1482,2,1,3,1,boa,7,funcionalidade típica,1,média,anexada à casa,1992,terminada,2,392,média,média,Y,100,25,0,0,0,0,NA,NA,NA,0,7,2007,WD ,venda normal,163900
1630,1630,527165170,60,Residencial baixa densidade,NA,7655,pavimentada,NA,levemente irregular,aproximadamente plana/nivelada,todas as utilidades p\u00fablicas,rua sem saída,declive leve,Gilbert,normal,normal,família única,dois andares,acima da média,média,1993,1994,duas águas,telha padrão (composto),placa dura,placa dura,nenhum,0,m\u00e9dia,média,concreto derrramado,boa,média,No,não finalizado,0,não finalizado,0,903,903,0,0,forno de ar quente a gás,boa,Y,disjuntores padrão e Romex,910,732,0,1642,2,1,3,1,média,7,funcionalidade típica,1,média,anexada à casa,1993,acabamento grosseiro,2,392,média,média,Y,290,84,0,0,0,0,NA,NA,NA,0,7,2007,WD ,venda normal,168000
1631,1631,527175130,20,Residencial baixa densidade,160,18160,cascalho,NA,regular,aproximadamente plana/nivelada,todas as utilidades p\u00fablicas,lote interno,declive leve,Gilbert,normal,normal,família única,um andar,acima da média,acima da média,1964,1964,duas águas,telha padrão (composto),placa dura,placa dura,tijolo comum,138,m\u00e9dia,média,bloco de concreto,média,média,exposição média,alojamento abaixo da média,550,não finalizado,0,752,1302,1,0,forno de ar quente a gás,regular,Y,disjuntores padrão e Romex,1128,0,0,1128,1,0,3,1,média,6,funcionalidade típica,1,média,anexada à casa,1964,não terminada,2,480,média,média,parcialmente pavimentada,0,108,246,0,0,0,NA,mínima privacidade,NA,0,3,2007,WD ,alocação,154204
1632,1632,527182040,"desenvolvimento de unidade planejada de 1 andar (1946 e mais novas, todos os estilos)",Residencial baixa densidade,NA,3696,pavimentada,NA,regular,aproximadamente plana/nivelada,todas as utilidades p\u00fablicas,lote interno,declive leve,Stone Brook,normal,normal,unidade interna de moradia,um andar,muito boa,média,1986,1986,duas águas,telha padrão (composto),placa dura,placa dura,nenhum,0,boa,média,bloco de concreto,boa,média,No,não finalizado,0,não finalizado,0,1074,1074,0,0,forno de ar quente a gás,excelente,Y,disjuntores padrão e Romex,1088,0,0,1088,1,1,2,1,boa,5,funcionalidade típica,0,NA,anexada à casa,1987,acabamento grosseiro,2,461,média,média,Y,0,74,137,0,0,0,NA,NA,NA,0,10,2007,WD ,venda normal,170000
1633,1633,527182170,desenvolvimento de unidade planejada (PUD) de 2 andares (1946 e mais novas),Residencial baixa densidade,NA,5062,pavimentada,NA,levemente irregular,aproximadamente plana/nivelada,todas as utilidades p\u00fablicas,rua sem saída,declive leve,Stone Brook,normal,normal,unidade interna de moradia,dois andares,boa,média,1984,1984,duas águas,telha padrão (composto),placa dura,placa dura,nenhum,0,boa,média,bloco de concreto,boa,média,exposição mínima,alojamento bom,828,baixa qualidade,182,180,1190,1,0,forno de ar quente a gás,boa,Y,disjuntores padrão e Romex,1190,900,0,2090,2,0,3,1,boa,6,deduções menores 1,1,média,anexada à casa,1984,terminada,2,577,média,média,Y,219,0,0,0,0,0,NA,NA,NA,0,9,2007,WD ,venda normal,207500
1634,1634,527184020,"desenvolvimento de unidade planejada de 1 andar (1946 e mais novas, todos os estilos)",Residencial baixa densidade,38,4740,pavimentada,NA,levemente irregular,aproximadamente plana/nivelada,todas as utilidades p\u00fablicas,lote interno,declive leve,Stone Brook,normal,normal,unidade interna de moradia,um andar,muito boa,média,1988,1988,duas águas,telha padrão (composto),placa de cimento,CmentBd,nenhum,0,boa,média,bloco de concreto,boa,média,exposição boa,alojamento bom,248,não finalizado,0,918,1166,1,0,forno de ar quente a gás,boa,Y,disjuntores padrão e Romex,1179,0,0,1179,2,0,2,1,média,5,funcionalidade típica,0,NA,anexada à casa,1988,acabamento grosseiro,2,480,média,média,Y,0,108,0,0,135,0,NA,NA,NA,0,10,2007,WD ,venda normal,182000
1635,1635,527184110,"desenvolvimento de unidade planejada de 1 andar (1946 e mais novas, todos os estilos)",Residencial baixa densidade,35,5118,pavimentada,NA,levemente irregular,encosta,todas as utilidades p\u00fablicas,lote interno,declive leve,Stone Brook,normal,normal,unidade interna de moradia,um andar,muito boa,média,1990,1990,duas águas,telha padrão (composto),placa de cimento,CmentBd,nenhum,0,boa,média,concreto derrramado,boa,média,exposição boa,alojamento bom,926,não finalizado,0,386,1312,1,0,forno de ar quente a gás,boa,Y,disjuntores padrão e Romex,1321,0,0,1321,1,0,1,1,boa,4,funcionalidade típica,1,média,anexada à casa,1990,acabamento grosseiro,2,484,média,média,Y,0,64,140,0,0,0,NA,NA,NA,0,8,2007,WD ,venda normal,212000
